17168 3.400129 0.714828
17232 3.097582 0.719691
17296 3.144709 0.725461
17360 3.197072 0.731661
17424 3.214989 0.736309
17488 3.204405 0.740927
17552 3.276576 0.748494
17616 3.325130 0.758624
17680 3.342620 0.759660
17744 3.516368 0.764189
17808 3.393159 0.769744
17872 3.461910 0.783068
17936 3.537382 0.780914
18000 3.515847 0.786905
18064 3.589985 0.791670
18128 3.669071 0.797788
18192 3.681692 0.804304
17168 3.094009 0.716199
17232 3.120086 0.720948
17296 3.156796 0.725988
17360 3.159884 0.731930
17424 3.225496 0.736974
17488 3.300757 0.741707
17552 3.256247 0.745805
17616 3.337271 0.753754
17680 3.326688 0.759266
17744 3.370737 0.763933
17808 3.417485 0.767595
17872 3.472620 0.772445
17936 3.507932 0.778603
18000 3.542627 0.786818
18064 3.592395 0.791321
18128 3.667661 0.798184
18192 3.661828 0.801127
17168 3.078242 0.713521
17232 3.088827 0.720617
17296 3.109631 0.726108
17360 3.159100 0.731809
17424 3.186329 0.735239
17488 3.286336 0.742818
17552 3.268099 0.748163
17616 3.315518 0.751302
17680 3.354322 0.758253
17744 3.376602 0.762502
17808 3.404556 0.769014
17872 3.446300 0.774247
17936 3.528466 0.781381
18000 3.537505 0.786671
18064 3.560929 0.792576
18128 3.642718 0.796818
18192 3.692689 0.802015
17168 3.095639 0.714840
17232 3.076393 0.719669
17296 3.127079 0.728452
17360 3.128818 0.731955
17424 3.187463 0.736611
17488 3.243735 0.742595
17552 3.271714 0.747657
17616 3.312565 0.752762
17680 3.359501 0.757955
17744 3.380873 0.764137
17808 3.412142 0.769889
17872 3.421093 0.774002
17936 3.451788 0.779767
18000 3.522236 0.785617
18064 3.625933 0.790444
18128 3.642304 0.797506
18192 3.716815 0.802790
17168 3.078051 0.715309
17232 3.113341 0.719754
17296 3.157347 0.725744
17360 3.223461 0.732735
17424 3.169197 0.737096
17488 3.223389 0.743309
17552 3.255510 0.747826
17616 3.301250 0.752269
17680 3.388015 0.758593
17744 3.426975 0.765272
17808 3.446750 0.770589
17872 3.479488 0.775590
17936 3.472642 0.779177
18000 3.519092 0.785955
18064 3.582439 0.791763
18128 3.626854 0.797547
18192 3.717426 0.802613
17168 3.077973 0.715451
17232 3.096269 0.720530
17296 3.136900 0.725243
17360 3.165073 0.730861
17424 3.181991 0.737706
17488 3.207033 0.741376
17552 3.262411 0.745873
17616 3.315169 0.752416
17680 3.323104 0.758061
17744 3.393885 0.764358
17808 3.430047 0.769306
17872 3.432967 0.774452
17936 3.464485 0.780021
18000 3.577306 0.785284
18064 3.583026 0.790203
18128 3.622676 0.797075
18192 3.688992 0.806983
17168 3.070198 0.714241
17232 3.139927 0.718978
17296 3.150059 0.726375
17360 3.164668 0.729718
17424 3.186962 0.737072
17488 3.217123 0.741707
17552 3.264421 0.747744
17616 3.317845 0.753280
17680 3.351361 0.758340
17744 3.380454 0.764289
17808 3.380643 0.767392
17872 3.489239 0.775042
17936 3.457265 0.781061
18000 3.568348 0.787603
18064 3.547898 0.793412
18128 3.755602 0.827066
18192 3.695506 0.802543
17168 3.090800 0.714280
17232 3.145936 0.722103
17296 3.155938 0.726161
17360 3.156113 0.730877
17424 3.205841 0.735478
17488 3.213713 0.742282
17552 3.270319 0.746477
17616 3.296331 0.753305
17680 3.320518 0.764810
17744 3.397791 0.764093
17808 3.386668 0.768053
17872 3.443071 0.773458
17936 3.475551 0.779808
18000 3.494740 0.783545
18064 3.573364 0.790501
18128 3.618549 0.804396
18192 3.735159 0.811326
17168 3.097770 0.715234
17232 3.126226 0.719452
17296 3.118540 0.726501
17360 3.154471 0.729216
17424 3.199036 0.734570
17488 3.207146 0.742650
17552 3.259114 0.759586
17616 3.430845 0.753383
17680 3.290541 0.756553
17744 3.389157 0.764365
17808 3.435186 0.767429
17872 3.456305 0.776463
17936 3.462847 0.781641
18000 3.548614 0.785211
18064 3.547745 0.791696
18128 3.660773 0.797046
18192 3.697394 0.802314
17168 3.141600 0.716776
17232 3.110488 0.719688
17296 3.130757 0.724740
17360 3.212092 0.731944
17424 3.173795 0.735217
17488 3.215108 0.740038
17552 3.278143 0.747096
17616 3.386185 0.752913
17680 3.331063 0.758140
17744 3.379864 0.763815
17808 3.400062 0.767310
17872 3.438150 0.774452
17936 3.471509 0.784222
18000 3.539316 0.786096
18064 3.569768 0.789559
18128 3.641841 0.797414
18192 3.652174 0.801132
17168 3.080949 0.712526
17232 3.090442 0.719296
17296 3.127058 0.725076
17360 3.153458 0.731871
17424 3.217606 0.736693
17488 3.241422 0.741687
17552 3.255071 0.746517
17616 3.294344 0.753187
17680 3.318364 0.757487
17744 3.363307 0.763588
17808 3.408704 0.768174
17872 3.472249 0.776293
17936 3.514672 0.788510
18000 3.522761 0.785790
18064 3.585983 0.792965
18128 3.662215 0.797768
18192 3.659079 0.801418
17168 3.095569 0.715403
17232 3.124549 0.720394
17296 3.142558 0.725540
17360 3.176407 0.731342
17424 3.185478 0.736129
17488 3.224676 0.741744
17552 3.303502 0.747414
17616 3.287101 0.760824
17680 3.309695 0.760251
17744 3.400279 0.764424
17808 3.429301 0.772336
17872 3.442109 0.779524
17936 3.468529 0.780845
18000 3.532885 0.786006
18064 3.591455 0.792853
18128 3.639590 0.796017
18192 3.690826 0.803374
17168 3.094177 0.714658
17232 3.129159 0.718825
17296 3.117273 0.725097
17360 3.179667 0.731681
17424 3.202322 0.735959
17488 3.224691 0.741710
17552 3.296904 0.746887
17616 3.274844 0.752887
17680 3.318110 0.757019
17744 3.398419 0.763925
17808 3.417894 0.769079
17872 3.431323 0.774477
17936 3.505770 0.780045
18000 3.496277 0.785203
18064 3.530135 0.791108
18128 3.662375 0.796662
18192 3.720284 0.802983
17168 3.082766 0.718210
17232 3.098519 0.719188
17296 3.136165 0.731599
17360 3.144821 0.728746
17424 3.193127 0.735209
17488 3.198762 0.742570
17552 3.239359 0.747025
17616 3.315115 0.753076
17680 3.314097 0.757055
17744 3.363103 0.769339
17808 3.420717 0.769379
17872 3.465504 0.776382
17936 3.446076 0.780682
18000 3.569383 0.785560
18064 3.596682 0.790338
18128 3.678976 0.796632
18192 3.643050 0.802542
17168 3.098867 0.714686
17232 3.184813 0.721392
17296 3.150249 0.724191
17360 3.139117 0.731327
17424 3.207475 0.737214
17488 3.251872 0.742713
17552 3.374003 0.767049
17616 3.416333 0.788379
17680 3.563309 0.810588
17744 3.468067 0.763199
17808 3.682059 0.775082
17872 3.442094 0.780814
17936 4.260702 0.793402
18000 3.679001 0.784135
18064 4.128240 0.824016
18128 3.766504 0.805150
18192 3.771949 0.804121
